comment_text,actual_label,risk_score,recommended_action,predicted_label_05
"Come on. I think you know the truth. 

Flewis you pulled me up on spelling, warnabool which is completely irrelevant and my faith in god. However, you never denied being a nerd/loser. Now you can listen to me and change or be in your usual stubborn attitude and just continue your miserable, worthless life.",0,0.8350386377571247,Human Review,1
"Hi 

Dear Sikhs,

I would request all you all to please help me in exposing Sikh Scholar, who actually is an RSS sponsered person pretending to be Sikh, please see below the kind of statements he makes to me

Wow wow so the truth is finaly out....you have spoken like a true Hindu RSS wala......is that the way a scholar speaks...wow...(my answere to him)

(Sikh Scholars comments to me)....... stupid dumb FU*K MY great great great great grandfather was Mani Singh the greatest of Sikh matrys. Its scum like you that needs to be executed. You deserve execution - you stupid dumb fu*k everyone in my family over 500 members are Baptized Khalsa SIKHS. We have been Khalsa Sikhs for over 300 years you dumb fu*ker. Because you have insulted me and broken the teachings of the Guru Granth Sahib you deserve death -you dumb fu*ker.Sikh scholar (talk) 

(my answere to him)...Now I will be after you to expose all your RSS gang pretending to be Sikhs and being some kind of expert in Sikh religion...it my promise to you Fake scholar...

 
He is being supported by few other RSS sponsered members in Wikipedia with regards to SINGH article here.",0,0.8310096910063646,Human Review,1
"I don`t even see why he had to post all that crap, i have mailed the oversight people and asked them to remove it as a BLP violation. I will not have my name even remotley tied to that shit that petri posted",0,0.8238483373381531,Human Review,1
""" Just look at this total self-centered idiot posing in a photo booth - """"I'm a marine, a hard guy, and an intellectual. I can juggle plates on my Johnson, I can do anything."""" Total sad guy. How self obsessed can you get? """,0,0.8210312584187008,Human Review,1
"""Instead of """"who the hell do you think you are,"""" try leaving something civil like """"Why do you keep reverting my edits?"""" """,0,0.8157918993628814,Human Review,1
"""
""""shallow""""!?! Are you fooling me?   """,0,0.8145401273070733,Human Review,1
Are you his mother?,0,0.8098054612330517,Human Review,1
"Breaklines and undo-ing 

stop editing every footballers page and putting < break lines after every positionm its never been done like that and your dumb way isnt going to change wikipedia. Also stop undoing peoples edits you dont own wikipedia and you dont have to take away someones work of editing, so grow up and stop ur useless poor break lines which again is very annoying and looks untidy.",0,0.802486094635867,Human Review,1
"BIG BALLS 

BIG BALLS

 ive got big balls youve got big balls shes got big balls 
  theyve got big balls   weve got big balls  weve got big balls 
 

        ive got great balls of fire 
                      BY david swartz",0,0.8013724779846756,Human Review,1
You Killed My Erecshins,0,0.7919322507591463,Human Review,1
"read this.. 

im gonna troll you forever and ever and ever, and nothings going to stop that.",0,0.7898517944845441,Human Review,1
what's with the weird conspiracy theory crap?,0,0.7872099780643655,Human Review,1
"""

Would you just do me a favor though and stop harassing me! I have reported you, and there will be something coming to you soon. I don't care that you have the """"Stupid Original Barnstar"""", but that doesn't mean that you can harass me.""",0,0.7863852021787623,Human Review,1
What the hell happened to this dude?,0,0.7857485771814768,Human Review,1
"I AM GAY
Love
  
I AM GAY
Love",0,0.7854060765948927,Human Review,1
"You obviously didn't read what they are writing, or you're just someone who doesn't care. I'm trying to work within the policies and every time I turn around one of you jerkwads pulls another thing out of thin air because you don't make any of this crap findable in the first place and use it to beat people over the head for your own sick amusement apparently.",0,0.7851869788456846,Human Review,1
NO I HATE IT BECAUSE YOU DELETE EVERYTHING,0,0.7807624208180182,Human Review,1
Perhaps you should return all the things you maliciously deleted if you ever want to get beyond being a dope ass anthropology student.,0,0.7727336198146161,Human Review,1
Who are you?  JettaMann,0,0.7714252322649352,Human Review,1
"""-skinned prick named OlYeller got me banned.  He doesn't like it when people point out that he broke his promise: """"finding 2+ news articles from reliable and independent sources would shut me up. If you do that, I'll make the text say annual myself.""""
http://en.wikipedia.org/w/index.php?title=Talk:Everybody_Draw_Mohammed_Day&diff;=prev&oldid;=425928499

You're a lying piece of shit, OlYeller.""",0,0.7702129126775227,Human Review,1
"Please 

Please stop being a jerk or you will be blocked.",0,0.7675078173675385,Human Review,1
"and your little dog, too!",0,0.7634261311956325,Human Review,1
"""

is not interpretation to point out racism in obvious racist comment. is simple statement of fact. is like saying comment of """"black people are lazy"""" is not racist because interpretation necessary. ridiculous whitewashing.   """,0,0.7633675862355215,Human Review,1
"lol =
Blocked! yeppers! I basically made a fool out of you and Hybrid though. I can't believe you both believed all that sappy garbage I was giving you. I could have kept tricking you as by not confessing then I told my self (make a fool out of them or stay lonelyboy and keep tricking them). I chose makign a fool out of you. While it didn't go necessarily as how I planned. Since, I am leaving for vacation tomorrow morning, I was going to go in and vandalize your pages just before I left, you two were pissing me off so I just gave it away early that I was making a fool out of you two. Basically because you two are so damned gullible and got in some of my other enemies on it, Charlesknight and MathewFenton, I amde a fool out of them two. Anyways, I had some extra editing to do on the pages I liked so I came and made those edits. I really don't need to come here much as there isn't really anything I am interested in. However, when I want to come back after I come back from my vacation, I can do that very easily. Anyway, later suckers. Oh by the way YANDMAN, I love you. lol you dumbass. And Hybrid, you're sweet. LOL, You gullible fatass! Yandman thinks I don't have a static IP address. I am thinking about unhooking it tonight just to come back here tomorrow and vandalize his page to show him what a dumbass he is and how I can come back whenever I feel liek it. D",0,0.7542426951173842,Human Review,1
"""

YOU REMOVE MY MESSAGE OF BANNING MYSELF??I""""M GOING TO SCREW YOUR PAGE UP!""",0,0.7523850298322386,Human Review,1
What the heck i have a family of 2000 that i must support. if i get money in the form of cash i will not die of the bubonic plague. my address is 100 suck my lane Bangkok Vietnam. i swear if i dont get the money my mother will call me a nubkin. I have a friend called jeremy and he is also my boyfriend:). All i want for christmas is mariah carey in a blanket. Barbara rochon plays tennis with Charly who plays the eukalalay professionaly and she hates america.,0,0.751935729981227,Human Review,1
"lmao! Thanks TV2007, but I could have told him my self I wasn't reading that shit he put their for me to read",0,0.7468100552094563,Human Review,1
"Nacreous cloud article 

I'll edit whatever I damn well please, whenever I damn well please.  I don't care what you or Bill Connolley have to say about anything.  By the way, you're the moron.",0,0.7425411112640812,Human Review,1
This article needs to go into more detail about Aquaman being a loser. I don't care what some fanboys and some dude who traces for a living say how powerful he is. Most people know Aquaman as the loser from the Superfriends who talks to fish (big dea) and can't ever get a date.,0,0.7377976794260533,Human Review,1
"It's okay, I am happy you did not delete it, this way everyone knows the whole story of vindictive people and their pathetic life, who must pick on sick and disabled children. THANKS!",0,0.7333946773190596,Human Review,1
.  My hope is that Sue fixes some of this crap.  New sheriff in town and all that,0,0.7218782092783146,Human Review,1
YOU PEOPLE STOP ATTACKING AND TELLING LIES ABOUT ĴEWS.,0,0.7151343480044454,Human Review,1
I'll stop changing Michaels as soon as you guys stop adding this POV crap to drivers that aren't fit to change his tires.,0,0.7118434891808791,Human Review,1
It is not just you. This is a laundry list of stupid allegations scooped up from god-knows-where. Probably two-thirds of it has little basis in fact.,0,0.7079412558582213,Human Review,1
"Oh yeah, if you're too lazy to fix the tags yourself, and letting a bot do all your work, you're supporting artifical intelligences' universal takeover in 2020. Stop it. Kill it now.",0,0.7054968475888947,Human Review,1
Your a disgrace Dan stop making up silly stuff about the wombats,0,0.7000490950820292,Human Review,1
"Have U no decency you have insulted my people, my nation and my ancestors and refulte that fact that I AM WRONG, the one that lives in Ireland is wrong I DON'T think so. Yes you are a ballbag (scrotum or testacles) because you seem to think that i am going to lie down and take this crap without a fight becuase you have this notion in your head that you are wikipedia and that you think you know everything. I happen to have a degree in Irish history and poltics so don't try and preach to me on these matters. I think an apology is in order for your insults and disgraceful remarks.",0,0.6990659010645524,Human Review,1
How dare you block me without cause you had no right and are abusing your position. If you don't I will demand your immediate removal as an administrator. Tannim,0,0.698710920201841,Human Review,1
"You just don't stop, do you?",0,0.6952608988700495,Human Review,1
"Mr.Checkon ==
This man deserve mention but some fag admin keeps deleting it.

==",0,0.6896082997991826,Human Review,1
"""

I think that  should consider minding his own business. And for you, Mr. , I will not do it again because I've never deliberately fabricated a Wikipedia page. So sorry that you won't be able to act like a big guy on campus and """"report"""" me, I mean trust me...it really terrifies me. Is this how you compensate for your sad, pathetic life that you were probably bullied for relentlessly as a child? Then by all means, keep inflating your ego. -User:Shy1520""",0,0.683906894665059,Human Review,1
"Umm, you confirm the representativeness of the sample by repeating the experiment. This is high school science right? It's almost painful that shit like you gets to write this encyclopedia. 86.176.7.174",0,0.676896478543554,Human Review,1
"""

Peridon... 
i had a good feeling about you. you are not like the other wikipedia """"snitches"""". you are different. dont sell yourself out to being like """"them"""". this is not the way to gain self respect.
you know im not a sock. dont get sucked up into their little games. 
I will pray for you because i know there is more to you then this spi crap.
you know you are much better then that.
and you know you can contribute alot more to this life then trying to catch """"socks"""".
you said that papphase is like you. No that is not true. Papphase is lost in his own thinking.
you are much better then that. done settle for being """"like"""" papphase. 
i wouldnt want to be like him. he is a very misearable and unhappy being who needs to make others feel less then equal so that he can feel important.
i pray for you. 
  """,0,0.6686778072678163,Human Review,1
"Might want to point out experts 99.9% of biologists with PhDs many of who have the same god, accept evolution. Jist because he is stupid or lies doenst change the truth!203.192.91.4",0,0.6678849552823076,Human Review,1
""":::::Do what you've always been used to doing. It's your way of not being able to confront things like a real man. Extending my block won't stop anyone, even myself, from EVENTUALLY correcting you on something you're obviously very ignorant about. A real man cooperates with others on issues without blocking them like he's a girl. While you're allowed to attack contributors on wiki, for whatever deranged, racist, psychological reason, don't forget that we all see the type of """"man"""" you seem to be. 

""",0,0.6612419308771413,Human Review,1
Looks like more hate toward anarchocapitalism from those who want there to be a government. Can't you people stop trying to marginalize it? Are you scared that people will throw off the shackles of government? -,0,0.6595526455538656,Human Review,1
Your obedient servant,0,0.6591406780275221,Human Review,1
"You are not serious.  You have William S. Jackass and Dickflourintine edit warring with me.  Did they get anything?  No, because those are the retards you favor.  Learn how to favor a logical person for once.",0,0.6587808665940048,Human Review,1
Dude nobody likes u get a life!,0,0.6583337049712918,Human Review,1
"""

The 2012 movie was partially based on Graham Hancock's book """"Fingerprints of the Gods"""". It was in the credits. You have resorted to even removing suggestions from the discussion page from Jack Straw. You two are so pathetic. This page still sucks. Stupidity Rules. ~M~ """,0,0.6572520942812476,Human Review,1
Why do you hate him or her?,0,0.6528033490838357,Human Review,1
"""::::::So you're arguing that an organization can be gay one minute and not gay the next, depending on its popularity and which way the prevailing political winds are blowing, and that encyclopedia content should be constantly varying, according to the instantaneous reading of some sort of gay-o-meter?  For the purposes of documenting history, this is probably not the right definition of """"gay"""" to employ.  At a rally trying to make a persuasive argument for gay rights, it probably is.  Since Wikipedia is factual knowlege, and not a rally, the gay community doesn't get to vote on the daily gayness of gay things, and that includes NAMBLA, which is a gay organization.  

""",0,0.6527503982978209,Human Review,1
"Hi there! 

Erzebet...this is your Vag...I'd really appreciate it if you'd stop shoving that vibrating stick in my mouth. Maybe you should try to find a real boyfriend...I mean it's been 10 years since you and whats his face broke up and he wasn't really dating you, he just lost a bet. Oh, and I'm bleeding a teensy bit, I'd like to munch on a tampon when you get a chance.",0,0.6509710861230981,Human Review,1
"""==Harry Potter Spells==
Since JK Rowling is such an idiot and doesn't actually know Latin, she tries to mimic a scholarly background with the ridiculous incantations she makes up for the spells. """"Wingardium Leviosa"""" is an example of a moron trying to imitate Latin in a desperate attempt to appear educated. JK Rowling and er idiocy should definitely be in this article.

""",0,0.6470038741282946,Human Review,1
"""

Lil Crazy Thing: you love to tell people not to """"dare"""" do this and """"dare"""" do that! You come across incredibly vicious! You think you own this sitewell someone has definately put a stop payment on you reality check! Let me give you one: YOUR NOT THE BOSS APPLESAUCE!   """,0,0.6413507366828564,Human Review,1
"CalendarWatcher is a pedophile, child molester. on his computer is approximately 3 Gigs of child pornography and sexual depravity. This guy seriously RAPES little kids and video tapes it to sell in Russia.66.82.9.104",0,0.6405259563213108,Human Review,1
Why thankyou King Bedford. I am happy to get a 24block for standing up to hate speech as dished out by the editor  callng people 'Nazi Scum' and 'racist' for some irrational reason. Racism is abhorrent and it's highly offensive to call it simply because you disagree with another editors edits. I shouldn't have engaged with such hate and I gracefully accept the 24hour ban for weakening to his attacks. My integrity is intact however and I think you for recognising that with your barnstar award. Cheers,0,0.6392452965379084,Human Review,1
"""

Hey , don't you tell me what to do, or where to go, got it? Oh, and if Wikipedia is your """"business"""", then you really need to get a life!  """,0,0.6386216860083173,Human Review,1
"Alert!

Stop advertising your product! I'm sick of all your blatant advertising!",0,0.6366819845819547,Human Review,1
"You just don't get it, do you Mr.Big?",0,0.6356351355278917,Human Review,1
Your mouth says stop but your eyes say keep goooing!,0,0.6350452569876688,Human Review,1
"grow up 

Get a life",0,0.6306250703536208,Human Review,1
You are a funney man.,0,0.627706909741391,Human Review,1
"Oh 

Well then you can go get some malware yourself, itll stop you going on wikipedia for a while and get some REAL admins on, eh? good idea chump?",0,0.6274680537001609,Human Review,1
Dude will you leave me alone?,0,0.6251316491020734,Human Review,1
", 1 June 2009 (UTC)

Picking fight

Yeah, you're making yet another threat based on the utterly pathetic authority you've got as Wikipedia Administrator.

What can one make of this?

You see, I'm fervently hoping that you confirm my thesis that you are a fool. You can fulfill my hope by banning me.

You are misremembering your earlier threat to delete. I suggest looking at talk page for Buckberg where these silly threats are on record.

Why can't you now recall this?? Are you fundamentally dishonest to yourself, or only to me??

  06:47",0,0.623635806510438,Human Review,1
"Congratulations! 

Congratulations, Floquenbeam, you have won the asshole of the year award! You have won this award by saying mean things about and to other people! In order to claim your award, you must call 1-800-Asshole(1-800-277-4653)! Once again, congratulations for your win! 142.162.13.40",0,0.6222661708357524,Human Review,1
"sockpuppet notice  
I'm sick and tired of you putting those sockpuppet notices on my page.  Why don't you stay off of the St. John's page and stay off of my page as well!  This is harassment!  I'm gonna be off the block really soon and there isn't anything you can do about it! After that.. we'll see who is gonna win this edit war!  198.83.120.99",0,0.621161407863776,Human Review,1
"Como? 

Hey Rallph what is up how are you man",0,0.6186892304130281,Human Review,1
-Why dont you boldt the wheels to your wrists and ankes and be a go-go-go-Kart?,0,0.6144947629804965,Human Review,1
"Outrageous!!!!! 

This block is outrageous and un-Wiki! Lauren Caitlin is about a TRILLION times more important, beloved and prominent than at least 99% of all the article subjects on this joke of a site.

WHY, OH WHY, are Wikipedia's administrators so freaking a***-retentive and have such an inferiority complex and fragile egos???

Do all of you HAVE TO ruin the fun and enthusiasm of the rest of us members JUST BECAUSE you need to feel powerful and important so desperately?? Are all of you school marm librarian types in wool sweaters with thick glasses, afraid of the thought of romance and fun?

SHEESH.

This Lauren Caitlin Upton Bio page better be approved quickly and available for work. America can't wait any longer for the Wikipedia Administrator Moron Club and assorted other freak Wikipedia unions to get a life.

Don't you people have JOBS, or do you just play with yourselves here while you're playing with and tormenting the rest of us contributors?",0,0.613100752870386,Human Review,1
"""know the sex of the foetus""""""",0,0.6113341429317802,Human Review,1
The individual who wrote the above is a damned liar.,0,0.6110828927688512,Human Review,1
"Oh come on, this stuff is bottom-of-the-barrel grade crap.2.103.197.76",0,0.6093180086968951,Human Review,1
"Troll
Stay off my Talk Page",0,0.6088482760550328,Human Review,1
"In the UK as of March 2006, 58% of AIDS sufferers have contracted it from sex between gay males.",0,0.6080687796757346,Human Review,1
"Gam, keep your CRAP off my Talk Page

Your KKK style rants are NOT welcome.

Best wishes,",0,0.6065106512028889,Human Review,1
"Stalking 
I asked you to stop bothering me.  You then posted more drivel on my talk page.  Unlike your cowardly 'running off to teacher', I'll give you fair warning - add anything else and I'll involve an admin to have you stopped.  You are an obsessive, little weirdo - go away.",0,0.6055206499472082,Human Review,1
Ok I am sick of it...I will let you play in your playgrounds. Voi tutti siete stronzi. (  ),0,0.6029177996963723,Human Review,1
"""

Disregard
Might I add that he started it? Read the comments on my talk page and you'll see, if not check HIS history. Iw as being nice and giving tips to him. All of a sudden he attacks me and calls me a vandal. It was in my defence that I retaliate back. You'll also notice he hasn't deleted the message I left on his talkpage thus making me look bad. If anything you just don't get the gist of what he is trying to do. He reverts my edits from the page without explanation. So in other words he is an asshole and you'r praise earns little weight on Wikipedia. I have a right to defend myself. And my comments are not uncivil merely strong criticism. He's an asshole because he acts like a retard.  Talk Contribs """,0,0.598264477463652,Human Review,1
"Really? 

Actually, despite what your page says about having a life outside of Wikipedia, someone who has enough time in their day to write an article and post it about a gamer on xbox clearly has no life whatsoever.  Why don't you make an attempt to get off your computer or TV and get a real life, one that might involve real humans and not screen names?  Have you ever thought that maybe people are playing a game and not taking men in plastic cups and helmets running around on screens as seriously as you do?  Get off the xbox, get off wikipedia go outside and talk to a real person, maybe then you won't be such a waste of space, its actually hilarious how seriously you take this stuff!",0,0.5976074446658478,Human Review,1
"so they finally got you huh? youre the reason I no longer edit wikipedia with a username you abusive prick, seeing you're desysopped just made my day134.208.33.104",0,0.5926741810676904,Human Review,1
WE ARE GOING TO MAKE SURE YOU ARE EXPOSED!! DROP YOUR RELATIONS WITH ANTI AMERICAN HATE GROUPS 'WE ARE GOING TO MAKE SURE YOU ARE EXPOSED!! DROP YOUR RELATIONS WITH ANTI AMERICAN HATE GROUWE ARE GOING TO MAKE SURE YOU ARE EXPOSED!! DROP YOUR RELATIONS WITH ANTI AMERICAN HATE GROUPS 'WE ARE GOING TO MAKE SURE YOU ARE EXPOSED!! DROP YOUR RELATIONS WITH ANTI AMERICAN HATE GROUPSPS,0,0.5903942175248845,Human Review,1
"FFS 

Can't you follow wikipedia rules. Pray and you put something in I reverted and no one should revert me until a consensus has been reached. Yet you keep reverting don't discuss and there is no consensus. You didn't moan on the AO page when the stupid round table crap was removed so stop digging in things are changing around here. Sourcing and prose are a must if you don't like it edit something else.",0,0.5899211215830108,Human Review,1
"""

 You're famous! 

It looks like you've finally gotten the recognition you deserve: , you inbred little kite. """,0,0.5892893597545933,Human Review,1
"Your Agenda
You are the one going around assuming people's ethnicity. Who are you to say this is this and that is that? I'm on to your racist agenda.",0,0.5871508091305946,Human Review,1
You all have no life.,0,0.5862098743801748,Human Review,1
Are you going to report me like a little girl?,0,0.5855916825295142,Human Review,1
"I just wanted to say one thing.... 

Clinton does it, he's a white christian and his victim is jewish, he gets applauded.

Spitzer does it, he's a jew and his victim is a white christian, he cops nothing but criticism.

Some of the old racist nazi muffin ideals still there!211.28.41.32",0,0.5826376184419972,Human Review,1
"""
oh ha ha ha, ain't you funny. -  T:C """,0,0.5825730758406773,Human Review,1
"STOP IT 

THIS IS THE WIKIPEDIA.  STOP INSERTING YOUR RIDICULOUS POV.  ~CaliforniaDreamlings",0,0.5824928983559713,Human Review,1
This guy is following me everywhere and reverting me. That's clearly harassment. Wtf I'm supposed to do?,0,0.5793630416841633,Human Review,1
"stop it 

you are not leet",0,0.5761990449514165,Human Review,1
"Oh, now I get it.  Some of my fellow Wikipedians don't quite care for me, and they are being shamful and childish in trying to mess with my page.  Your making Wikipedia look bad with this unfunny little ploy.",0,0.5740815032171004,Human Review,1
"""

 Request that you do not block me 

I would very much like for you not to block me over that. It was a stupid joke that I wish I'd never done. I'm sorry.  Argon """,0,0.5726095385132541,Human Review,1
"""Yeah, it's real civil to call me a liar, to call EWTN liars, to call everything I do """"spamming"""" or to write links to my site off as """"monographs"""" (do you know what a monograph is?), etc. I've broken no rules, so leave me alone.  

""",0,0.5708540955046923,Human Review,1
Can you just do me a favour for a minute. Stop your private little vendetta against me and stay the hell away from my user page. If it offended you then don't read it. (  ),0,0.5704402372051339,Human Review,1
"Are you bored......... 

Are you bored with your life. If so, then why do you find it nessessary to go to my page. What sparks you and how!? There's nothing interesting about my page. You don't see my going to you page. Don't let me catch you again.",0,0.5703114164243783,Human Review,1
"B?
You can't be serious. What a kick in the guts for all those that have sweat blood and tears on this article. Shame on you.",0,0.5702818934244851,Human Review,1
"""

 TMI / Randall Thompson 
Hm, are you saying that your claims regarding his claims are more reputable due to your mentioning of him mentioning conspiracy?  I'd challenge your sanity if that would be the case, of course hoping it is not.  Many real stories sound unbelievable, and lots of crap is thoroughly """"sourced"""" to fool people.  It takes close attention to even small discrepancies to tell reality apart from crap at times.  Good luck.   """,0,0.5653372761144332,Human Review,1
"kansas bear is not turkish or persian but a loser  retard from hitlers youth trying to change turkish and iranian history on wikipedia. His country does not have any history thats why he is vandalizing every page on wikipedia,making changes on every page. what is your nationality 'kansas' bear? are you too scared to tell?",0,0.5596200378857034,Human Review,1
", 23 November 2006 (UTC)
Do not vandalize Wikipedia anymore, if you do it you will be blocked. I don't care about being blocked that much, I'll just operate in the Finnish Wikipedia more, you obiously do not have a life outside en.wiki, since you have time to stalk my every edit. So: go to Hell. And yeah, you are free to go cry to the admins about me now, I'm sure you will...  23:18",0,0.5574009052119762,Human Review,1
"You guys need to grow up.  I guess you have no control in your lives, so you have to play this sad game of you hurt my feelings, I won't let you play my game.  No wonder no college professor accepts Wikipedia as anything of substance.",0,0.5550658958741822,Human Review,1
"What's the Deal? you say i'm harrassing, but your doing everything u can do to get rid of to page AFTER theres proof. and then you undid my change from redirecting Daishocon to Daisho Con. they had me switch it around because they prefer it to have the spaces. so WHY do you want to get rid of this page so bad. apparently you really dont like anime if your trying to get rid of an anime convention page. your trying to bully around someone who you have no reason to because ur a little net moderator. wow. seriously. tell me, what is your problem with me, and what is your problem with Daisho Con? tell me like a man.",0,0.5542822094581006,Human Review,1
"Give me a break. I'm calling a pedophile a pedophile and you're saying there are no laws against it? I would suggest you do the same and make out with a 13-year old girl to test the law but that's revolting and hope that you don't and cannot fathom your defense of this. Yes, child molesters are pedophiles and those who are committing this crime are pedophiles. You're...I just don't have words for someone like you defending pedophiles on MY talk page. GTFO.",0,0.5542455046763665,Human Review,1
Its you watching my site not me yours. You're only here to control,0,0.5532259244207179,Human Review,1
"Double diggity flappity flap jacks!!

Ryulong told you to GET OFF Wikipedia and you're not voting?

Daaang!

COME ON DOWN!!!",0,0.5511267856114371,Human Review,1
It's all good.  I am utterly mystified at the idea that one man believes that HE and HE alone has the right to edit a certain article.  Mr. Conrad doesn't seem to believe that anyone else has the right to edit the Casco Bay articles except him and him onlyhe's a fucking moron and I detest him and this site for allowing him to have hand over that group of articles.  You all betray the public's trust.,0,0.5508481843823987,Human Review,1
"""

Just who is stalking who here?
Anyone can get my address also. It is you who is harrassing me and I am simply defending myself trying to get you off my back. Fred Alan Wolf has been called a """"crank"""" et-al by the same stupid Usenet people who call me those names and for the very same reasons. Yet, none of that defamatory slander/libel whatever is on the Wiki article on him. As soon as you remove that stuff about me, we can settle this amiably.
[Jack Sarfatti]""",0,0.5487566063823041,Human Review,1
And i talk a load of old balls.,0,0.5486823601641708,Human Review,1
"It's true 

you reverted what I wrote about how atleast two people think James Berardinelli is a douche bag, it is true my friend and I think he is a douche bag why would you delete it if it's true you sir are destroying wikipedia.

Just ask Edgar you think he is a douche bag right?

Yes.

See he thinks James Berardinelli is a douche bag.

And I the person writing this thinks James Berardinelli is a douche bag.

So it is true so don't delete it guy.",0,0.5481216814267764,Human Review,1
""" Ya learn somethin' every day ! I never knew that """"My Little Pony"""" was Anti-God and Pro-Satan! Maybe that's why I became a Devil-worshipping Satanist - too much """"My Little Pony"""" ! LOL! (joke)""",0,0.5480429810931081,Human Review,1
"What the hell
Nobody complained until you came and started destorying my page. Whats wrong with you????",0,0.5471175121028059,Human Review,1
... For an April Fool's joke ... ~~~~,0,0.5469915205269622,Human Review,1
The worst school ever..,0,0.5441880613868308,Human Review,1
The name of an ignorant person is . So many times was said: it's offensive. But the ignorant stubborn has a habit. Stubborn donkey. He prefers to offend. Very soon you will need to forget your habit. I hope very much. 94.244.129.207,0,0.5423954468972136,Human Review,1
"""
JOPPA
And regarding your """"Final Warnings."""" You seem to think you've got more power than you actually have. This is wikipedia, sweetheart, not the United States. You can ban me from this site all you please. I was only here to defend. I told you during our debate, I couldn't give a shit whether or not my site was on here. It was the people who created the article I was worried about. You've already destroyed that. 

""",0,0.5395142746956102,Human Review,1
"""
Ok, ya I did that twice in the last few days, it takes more than someone calling me a """"faggot ass queer"""" to upset me. The best would be if users gave 1 warning to the vandals and then they were blocked right away. Thanks for the help!  chat """,0,0.5389816611267799,Human Review,1
LIVE FREE OR DIE TRYING!,0,0.5348881759782215,Human Review,1
"""

 Nice guy vs jerk 

Nice guys often come from a secular background, who are wrongly taught at home from an early age to respect the opposite sex and see her as equal in terms of intelligence and everything else. Jerks on the other hand come from semi-religious households (the extremes of abrahamic religions often) who by default see the opposite sex as inferior and in need of protection.

This makes sense when you think of the so called """"Girl-power"""". Girl-power is completely useless on a jerk, a girl cannot hurt a jerk's feeling with her words and gestures because he's simply not thinking about what she says, but instead if the girl was to attack the jerk physically then he would in fact respond to it very violently. 84.241.20.45  Goshtaasp""",0,0.5333185473627656,Human Review,1
"""
Get a life - you only see what you want to see - par for the course, I don't give a shit, so whatever. 49 hours for the first time I've ever been blocked/warned ... ... Wikipedia's loss, not mine.   - Chat """,0,0.5320206765468772,Human Review,1
