comment_text,actual_label,risk_score,recommended_action,predicted_label_05
"""

Hilarious, Islander. You undo my evil, uncivil language (like it matters to anyone) but you leave the cowardly, bad-faithed and wrong accusations against me in place. Makes me feel real good about your judgement in indefblocking me. Sorta. Everyme """,1,0.4825731766646052,Monitor,0
"hey dickbreath 

ur rretarded",1,0.4823293198365251,Monitor,0
""", 2 February 2006 (UTC)
Perhaps if you would quit removing comments from the Talk Page of WWE Undisputed Championship because you disagree with them?  You give false claims of """"vandalism,"""" yet there is none per Wikipedia definition. I only place the remarks back in that you delete.  In point of fact, YOUR removal of the comments is vandalism as Wikipedia defines the definition.  I do have a beef with you, yes. I admit it.  I dislike you. You're a douchebag.  But I am not """"attacking"""" you (as Curps has defined it) when I place the comments back in.  I am merely taking care of business in regards to that talk page.  Wikipedia user  has told you about this,  has even told you about this, but yet you continue to not listen to anyone.  This is not even an isolated incident  you have done this to rec.sport.pro-wrestling on at least five occassions. If you do not like me posting, or have a problem with what I place in, then either put it on the talk page of whatever account or IP I am using or stop whining and shut up. Your pathetic kindergarten-like tactics of running to Curps everytime I do something you don't like is just fucking sad.  20:28""",1,0.4817776923015482,Monitor,0
"Absolute failure 

So after years of tinkering and picking fights on Wikipedia you've been reduced to fucking around with hyphens. Not exactly the culmination of a dazzling career, was it? 87.115.23.31",1,0.48130856227984653,Monitor,0
They are perfectly civil - they have no hidden meaning - just just to other edit summaries that you dont list have no hidden meaning. You are a disgusting and disgraceful example for an admin. You have done this before and got away with it - God knows how you are getting away with it again. You make me sick!,1,0.48123900434068567,Monitor,0
"smyou have a message re your last change, go fuckyourself!!!

all",1,0.47864184635109314,Monitor,0
Well it's pretty fucking irrelevant now I'm unblocked aint it! 81.108.7.13,1,0.4771701592825886,Monitor,0
"""

Keep quite you dumb ass, the Wiki guidelines clearly state that discuss the issue on """"talk page"""" before removing the propdel, , dumb fools like you are the one who have brought non-credibility to Wikipedia, as well as to England(which cannot even survive a WAR AGAINST INDIA for more than 10 days). The whole world knows that England is not a filthy and backward country with No technology(UK buys all defence equipment from US, cannot construct its own Missiles, the only SLBM of UK is brought from US, no wonder UK is almost in gutter).

Shamless editor instead of accepting mistake, rant like a bastard christian

  """,1,0.4771374031159869,Monitor,0
NOW! REMOVE IT FROM YOUR SITE NOW! YOU DAMNED THIEVES!,1,0.47567218425322927,Monitor,0
"You are nothing worth about me, so shud up.",1,0.47561664176042784,Monitor,0
"""

why did they remove my comment """"good Boy""""? You guys are a bunch of commies.""",1,0.4755857371515806,Monitor,0
"ugly cat 

That is one ugly cat, El_C! Concerning  but in reality you are a disgrace to the people who have been here a lot longer then you. You have no respect for the Great Spirit. You have no respect for living things. You have no respect for the people you call your own. And they have no respect for you. Why don't you come out and tell the people here that you are a cop? Also, no self-respecting Indian would be a people hating commie, Comrade!",1,0.4751483733706583,Monitor,0
"I never edit on wikipedia!!!!! What the f*ck are you doing , Bbb23 , you s*n of b*ch of b*stard",1,0.4748407258032477,Monitor,0
CANT BLOCK ME NIGGA,1,0.4745680959025689,Monitor,0
uhhhh YOU DON'T OWN THIS SITE. SO DON'T TOUCH MY ARTICLES.,1,0.4711542014627383,Monitor,0
"""

 Niggers 
We need more information in this section regarding the widespread usage of the """"Jew's Harp"""" by Nigger Slaves in the Antebellum south,""",1,0.4710649264552952,Monitor,0
"Like I said: Vacuous drivel and patent nonsense!. There is a skill to talking out of your arse and you have certainly mastered it, IZAK",1,0.4706807725410216,Monitor,0
"""
WHAT THE FUCK DO YOU MEAN, THE GULAG WAS """"NOT A DEATH CAMP"""", YOU COMMIE COCKSUCKERS  THERE WERE AT LEAST TWENTY MILLION INMATES KILLED IN THE GULAG BETWEEN 1930-1953 (INCLUDING MANY MURDERED IN COLD BLOOD BY THE CAMP GUARDS AND KGB TORTURERS!!!  I DEMAND THAT YOU RESTORE THE """"IN COMMUNISM"""" SECTION AT ONCE, OR ELSE!!! 67.170.215.166  """,1,0.4700334307474903,Monitor,0
"Are u serious? Those idiots are just a bunch of unAustralian bogans, with too much time on their hands. Just cos there recruiting aggressively and getting attention doesnt mean theyre notable enough to be in Wikipedia. It makes me sick hearing the rubbish from their campaign - we'd gain nothing from independence! and what if the fanatics turn it into something like Northern Ireland? No thank you",1,0.4695876516088964,Monitor,0
I am a gigantic pedantic twat,1,0.4688730751474068,Monitor,0
May I also add that you're a cock and you should find something better to do with your time.,1,0.46877252371039696,Monitor,0
"""
[[™]]whoever is the next person to write on this page has admitted to having aids and fellates aids monkeys non-stop. you can't edit my page. this is my user page and amounts to hypocrisy. the winner is user:Tbhotch""",1,0.468603851855216,Monitor,0
"Nick GaS is coming back! 

It's coming to the UK! 
Cyphoidbomb is gay! 
It's coming to the UK! 
Cyphoidbomb is gay!",1,0.4677468448429898,Monitor,0
"I am one who thinks that Zappa's dad was of Arab & Greek descent is inaccurate. His dad was fucking Sicilian & his mom was Sicilian/French,enough said.& I think that the false indications of Arab & Greek descent should be taken off his page & the pages of his children. The Arab and Greek statements are there just becausehe has a HOOK NOSE!!! (www.nndb.com) 11:00 5 November 2010",1,0.46489526429267863,Monitor,0
"You could try that, but it won't work.  You're not smart enough to figure out how to make a block stick.  Moron.  70.49.242.107",1,0.4631999082665803,Monitor,0
"Nick, you openly told me that you are a sock puppet of someone.",1,0.4630682304583522,Monitor,0
""" Seriously though, grow up. Flooding my user page with hundreds of question marks and saying """"byes"""" certainly proves that you are an immature child.

HA HA, """"byes"""". XD""",1,0.46296529053132085,Monitor,0
"Black Jesus 

I think he is BLACK JESUS!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1,0.46278938922663315,Monitor,0
"YOU ARE AN AWFUL STINKY PERSON, do not delete my stuff",1,0.46179545202193467,Monitor,0
"What the hell?
My anti-american american article was still in progress. I demand it is brought back.",1,0.461408486690189,Monitor,0
"ALERT: No-talent assclown warning. 

Bongwarrior, seeing as you spend most if not all your time on wikipedia or masturbating... I was thinking it best to warn you that there is a no-talent assclown roaming wikipedia and ruining peoples fun. Also i will eat your face off during between 1 and 3 A.M. on June 6th 2008. You my friend are pathetic.",1,0.4592607764544085,Monitor,0
"do not know juden! silence is golden juden, now shut up.",1,0.45916592711888154,Monitor,0
"Hello, you freak. 

Stop censoring pages, totalitarian hermaphrodite.",1,0.45793659397980074,Monitor,0
You're a prick. 194.66.175.71,1,0.4579212368483526,Monitor,0
"I knew you were a dick but a fag too?

nice job on the morgan discussion

I liked how you buried the comments in the archive section.

Yea archive stuff that is 5 days old nice job",1,0.4577140620714068,Monitor,0
homosexuals are all pedophiles.,1,0.45727484774805044,Monitor,0
"Hello 

How are you?

Have you had sexual relations with any black men recently?",1,0.45717188457387564,Monitor,0
"Wow 
Ya'll are smoking some crack then, eh? Stop leaving kinky messages in my talk page, ya sexually harassing bitchez.",1,0.4571029202088357,Monitor,0
"Nearly Headless Nick 

Nearly Headless Nick is fucked up in the head and abueses his admin role!",1,0.4570074671684243,Monitor,0
"is a Poopie Pants 
She has poop in her pants and it goes *squish* *squish* *squish* *squish* *thurphftp*
 
STOP BEING A POOPIE PANTS, !!!!",1,0.4568794817990519,Monitor,0
"Hey are you kidding me.... I was adding info to this site.. to make it much more reliable. You must be sick headed to think I am removing things. No body ever dared to care about this article... It was me, who are trying to give some life.. yo useriously must be out of your mind... go right ahead and do as you wish.. I was jsut helping... and there is no more need of maintenance tags,.. all was ompleted according to me! Sonisona",1,0.456757094423019,Monitor,0
"I just wanted to say how awful it is to be attacked by a bunch of looney vandals, but Haunted Angel your conduct is just as bad. Shame on you",1,0.4562768826089386,Monitor,0
"Who are you? I think you are a bully, and of course bullies hate to be called what they are. Some anonymous user is threatening me... who is NAWLINWIKI.. I don't know who she is. She could be a terrorist. A pedophile. Could be anybody. But what I already know, she's voted to DELETE my first page, hasn't given good reasons, and is now threatening to block me... yeah, I do not believe you have my best interests, or the public's in mind. Of course I don't. I hope you're not actually somebody wikipedia takes serious. You have no idea how to talk to people, and you lecture me. What's your real name, boy?",1,0.4560928875803081,Monitor,0
I think he's a prick.,1,0.45553251725746857,Monitor,0
"I noticed you post a lot about taking dumps in the right position. You must be a fecelphaeliac. I'd love to cop a squat over your chest and let one go all over yiu, you horny little filth pig. I've got a granite boner right now. Are you trans btw?",1,0.4549984359279855,Monitor,0
"Lesbian Teenager 
How about the fact she was a lesbian in her teenaged years?
Thats important isnt it?

 Ignorant fundy 

How about saying the fact shes an ignorant fundy, thinks the world is 6000 years old and pretends evolution is not real?",1,0.45474929342230613,Monitor,0
"You're a smug, disruptive asshole.  I can't believe you're monitoring my talk and userpage so closely as to be replying 10 minutes after I do.",1,0.45453361729166897,Monitor,0
"Personal attack?
I just pointed out he's being a WP:DICK. Why can he call multiple users dicks but we can't return the favor? Talk about a one sided policy.",1,0.4534293074673196,Monitor,0
"I notice you didn't say you had a good job though 

Also I can just reset my modem and change my IP anytime I want.  So go have sex with your pretty girlfriend instead of patrolling wiki... you do have a pretty girlfriend, yes?",1,0.45270432041300157,Monitor,0
"It seems you like playing some game that revolves around effing people who dare cross you (and getting their editing privileges suspended). You seem intent on driving potential editors away so you have the playground all to yourselftoo bad. I really could care less about the vacuous, anorexic piece of fake shi* known as Beckyknock yourself out. GFYourself!",1,0.4524796155622308,Monitor,0
"sources
There is not a single source listed.  How can anyone believe this shit.",1,0.4515460410907339,Monitor,0
Wikipedia is full of cunts,1,0.4514376944951181,Monitor,0
"Making Everbody's Life a Misery 

I see that I am not the first person that you have deliberately targetted in a smear campaign.  You are a vandal and a disgrace to the good name of Wikpedia.

Shame on you.",1,0.4511793734879317,Monitor,0
"Stormie Likes Men?
If you look at his face it looks like he's getting turned on by looking at me? Doesn't it seem this way for you? I am sure he is a fag.",1,0.45062562951531643,Monitor,0
".

Perhaps it's neutral in MY point of you, you are just pro-american scum. Therefore, YOU are the biased one",1,0.4503499301055337,Monitor,0
Do you have a life? why are you follwing me and checking my edits?,1,0.4499912523351655,Monitor,0
"I don't care. Like I said, keep your shitty grammar.",1,0.4494446132814258,Monitor,0
"To many languages ????????? 

Zorglub-PRV

Dear Zorglub-PRV

So you claim you can speak Portuguese, English, Spanish, French and Russian.
Me Thinks you are not a person but a Communist Paid Cell.
I have been watching you and your Communist Propaganda on Wikipedia.
We urge you to STOP messing around, and to STOP making Political Communist Propaganda!!!",1,0.44873746335358083,Monitor,0
"F**K ALL RIDES AT WORLDS OF FUN  

I hate all rides at Worlds of Fun because they are sh_tty and boring. All ride operators at WOF should be fired sued and hanged. Burn all WOF coasters. Arrest all WOF park operators! Assassinate all WOF customers! I heard that a boy died on Timberwolf on August, 2014. That's stupid! Worlds of Fun should have nown better to built that sh_t ride. Worlds Of Fun cares about money and prophet moar than they're customers. Burn that sh_t park down! F**K YOU RIDES! WorldS Of Fun is dangerouser than GRround Zero and Area 51. 

Worlds of Fun should burn in Hell!",1,0.44852163268212075,Monitor,0
"ARRHGH! 

Frederica is the most annoying talking head ever",1,0.44712109689201324,Monitor,0
"ITS NOT A PERSONAL ATTACK
HES MY BRO
STOP BEING A HOE",1,0.44657903445357505,Monitor,0
Sox-Do you have formal training on corporate law or are you just being a dick.  Seems like you're pretty much the latter based on these other posts.,1,0.4462208469764498,Monitor,0
"wtf? 

so, youre twelve years old?? wow. wikipedia is my hero...  btw i attempted to add constructively to wikipedia, and it wasnt allowed. wikipedia has lost all my respect.",1,0.4460614186988838,Monitor,0
"That's right, i hate israel, and all supporters of israel will burn. œ™",1,0.4460315223815236,Monitor,0
"You are a dumb flower 

Now, normally, I do not use that term explicitly. I just quietly think it. But in this case, there is evidence. You have no ISBN's to your name. In my book, that makes you a dumb flower I happened to a bit demanding about these sorts of things. The ISBN's  1-894840-36-4 and 1-894840-38-0 . Tell me something: At you local library: do they actually allow you in there? Maybe they just let you in because you are a girl, I dunno.  Do they have an old-fashioned card catalog system there? Do you experience urges to rip out the cards of the books that you simply do not like? I can assure you that you need to try and suppress those urges. OF COURSE I added those ISBN's for you dear. It is like honey to flies. Dumb flowers like you cannot suppress their urges to go and delete them.  And thereby, I trap you, my pretty little dumb flower.",1,0.4459032025681066,Monitor,0
"Please block me but do me a favor- don't remove the content I posted on both of your talk pages! You think am dying to contribute here ! ROFLMAO. I have a life dude and I lead it- not in the rickety, mangled and smelly domain where pests like you scurry around without letting other pests in ! Seriously dude get a life- Block me . Am still not back on my chair I fell off while laughing!

OldRuff",1,0.44521287564038287,Monitor,0
"the book is dumb 

this book is so dumb how could any one ever rad it .blahhhhhhh",1,0.44364956167658104,Monitor,0
"Reason for false info 

My cousin came to my house and was fucking with my wiki so I'm sorry for any false info on any pages",1,0.4434263143128214,Monitor,0
"Kimchi,
thats not advertising. Its the artist bio for our artist 'C.KhiD'
die faggot. don't delete our artist",1,0.4433836986358323,Monitor,0
"Bullshit anon, you don't quarter troops in civilian areas, that is a violation of the GC's. The GC applies in this case and every other one involving the terrorists.",1,0.44307041927756435,Monitor,0
"""

 Please do not vandalize pages, as you did with this edit to Fuck (disambiguation). If you continue to do so, you will be blocked from editing.  Leave'''''' talk """,1,0.44263665867632895,Monitor,0
"DIFFERENT IP ADDRESS - 90.196.78.205   - SEE WHAT I MEAN !  BAN WHAT BAN ?

GO GET YOURSELF A REAL LIFE INSTEAD OF OBSESSIVELY HANGING AROUND WIKIPEDIA DELUDING YOURSELF OF PETTY POWERS WEHN YOU OBVIOUSLY CAN'T ASSERT YOURSELF IN THE REAL WORLD.",1,0.4425565817936955,Monitor,0
"""
""""Somebody, go write one.""""  Do it yourself lazy.129.139.1.68  """,1,0.441249781931024,Monitor,0
Geniac is an assole and a mom fuker..,1,0.44012107952073265,Monitor,0
"what the hell! 

why did you revert my legitimate question about taking down the RSK page!?!",1,0.43944134553460007,Monitor,0
"does morons like you got a place here? If no, be pleased to leave this grateful place.",1,0.4387050288023162,Monitor,0
"MOD 

I changed the sec of defence to vacant as Liam Fox resigned today! Don't you read the news! Idiot! 86.158.102.76",1,0.4376390745247382,Monitor,0
"Nick Graves, you are a blackmailer. You are a lier. I will expose you. Your days are numbered.",1,0.43763561071667567,Monitor,0
"to be honest with you, if you don't tell me a way to contact a higher up authority in this (abusive, dictatorial, biased) establishment, I don't give a damn that you blocked me, yoopeedooo. you can proceed now",1,0.4371716536844277,Monitor,0
"yes, and lets also delete or change any articles that are unislamic, such as the ones about homosexuality, christianity and judaism and other religions, and actually lets make it so everyone has to post islamic prayers 5 times a day, and if any females post out of turn than we will e-stone them, or give them 200 e-lashes, and while we are at it why not just permaban everyone who won't convert to islam?  Screw you buddy, you want everything to be islamic go to syria or saudi arabia or yemen or egypt. Keep that shit to yourself",1,0.43717114887899877,Monitor,0
"""::::::""""You know?  My neighbor is famous and I think he's gay.  The people down the road hate his guts and have surely testified.  Some have told me that these people have said so, but some other people don't have a clue or care one way or the other, while some have actually investigated the matter and found it nothing.""""'  24.255.11.149  

""",1,0.43669267173457593,Monitor,0
Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? BeCauSe,1,0.4364879363565474,Monitor,0
